VehRegNo,DistanceTraveled
WPKR-9930,49300.0
SGQV-5171,0.0
SGQV-5171,0.0
NWWF-2447,37772.0
NWWF-2447,7765.0
WPKS-0903,821.0
NPBBS-5741,5725.0
NPBBS-5741,5725.0
EPKR-9600,2081.0
CPWE-5218,11070.0
WPTG-1644,17145.0
NPBBT-0748,4045.0
31-3749,0.0
157-1523,81558.0
157-1523,4657.0
42-7027,2222.0
NCYU-1948,1770.0
WPBAQ-3796,3321.0
NCXF-7289,0.0
EPWE-9702,11486.0
EPBBS-7566,5511.0
EPBBS-7566,5512.0
NPWD-8268,0.0
SGAAV-4163,67883.0
NCYU-7795,11214.0
NCYU-7795,11214.0
NCBAQ-8624,19595.0
NCBAQ-8624,25595.0
NCBAQ-8624,19595.0
NCBAQ-8624,25595.0
NCBAQ-8624,19594.0
NCBAQ-8624,25594.0
UPQR-5247,28845.0
NPGO-6416,2687.0
NCUB-6796,2038.0
WPKV-1003,15200.0
NCKK-4172,17867.0
UPUS-9534,14874.0
NCBEL-2238,4597.0
NCLM-6652,208748.0
WPPE-7633,65904.0
NWBDF-6418,9090.0
SGQV-4652,849.0
WPBEP-4971,7354.0
WPBDF-8956,7864.0
SGJP-4675,3211.0
SGJP-4675,3211.0
SGJP-4675,22944.0
146-5921,0.0
146-5921,0.0
WPBDG-4334,7376.0
NCXG-6894,6.0
WPYU-4872,6428.0
EPPY-8397,18247.0
WPGY-6695,88651.0
NPTF-6482,8676.0
SGUB-3950,57147.0
SGUB-3950,57147.0
200-2341,0.0
200-2341,10.0
NPVH-9020,0.0
WPBDG-1360,15208.0
EPBEL-9088,50014.0
NPND-7124,488138.0
NPND-7124,533400.0
SPLB-0885,0.0
CPYS-3601,10660.0
WPKF-8527,9754.0
NWTG-9343,5862.0
SGLE-8275,13797.0
154-3695,0.0
154-3695,0.0
154-3695,0.0
EPXZ-1105,1001.0
252-8205,4590.0
SGYF-8173,14997.0
SGYF-8173,15055.0
SGYF-8173,15055.0
CPGY-4863,0.0
CPGY-4863,0.0
WPABO-6780,15531.0
47-5095,64106.0
47-5095,64106.0
47-5095,64106.0
47-5095,64106.0
WPJP-8208,13568.0
WPBDF-6089,10767.0
NPXF-4583,3724.0
NPXF-4583,3724.0
NPXF-4583,3723.0
NPXF-4583,3723.0
WPHR-4092,0.0
WPHR-4092,0.0
WPHR-4092,0.0
WPHR-4092,0.0
WPHR-4092,0.0
WPHR-4092,0.0
NCBEF-8803,8071.0
NCBEF-8803,8073.0
NCBEF-8803,8073.0
NCBEF-8803,8071.0
NCBEF-8803,8073.0
NCBEF-8803,8073.0
NCPC-0285,16638.0
NCPC-0285,16640.0
SGYF-8189,87794.0
NWABO-1185,6211.0
WPXY-9284,1.0
WPHQ-8020,0.0
SPXZ-3804,30.0
SPXZ-3804,30.0
SPXZ-3804,30.0
SPXZ-3804,30.0
NWBAQ-9375,12573.0
NCBEO-4783,7874.0
NCBEO-4783,7874.0
WPCAV-7788,10959.0
WPCAV-7788,10959.0
WPBAQ-6857,6963.0
NPBBT-3333,9827.0
NPBBT-3333,9834.0
NWXE-4266,0.0
NWBEP-4582,11640.0
SGAAE-5386,4213.0
SGAAE-5386,4213.0
SGTF-6798,0.0
SGTF-6798,0.0
SGTF-6798,0.0
SGTF-6798,0.0
SGMM-2545,0.0
SGMM-2545,0.0
SGTF-7322,0.0
SGBEP-4710,7213.0
NPABI-7591,0.0
NCCAT-3526,6959.0
NCTF-6351,0.0
NPBEQ-0419,16812.0
WPQC-8123,78229.0
WPQC-8123,78229.0
NPXF-3573,23488.0
NPXF-3573,46512.0
NPXF-3573,23485.0
NPXF-3573,46515.0
SPHQ-9748,0.0
WPBBT-6483,3387.0
WPBBT-6483,3381.0
WPXF-8442,5133.0
WPXZ-8614,180.0
WPXZ-8614,180.0
WPXZ-8614,175.0
WPXZ-8614,175.0
WPXZ-8614,170.0
WPXZ-8614,170.0
NWWD-2197,1732.0
SGAAN-1618,11508.0
SGAAN-1618,11508.0
WPGY-6658,571322.0
43-5981,14245.0
60-8630,0.0
EPPS-2509,3780.0
WPGY-3564,9735.0
WPGY-3564,0.0
SGBEQ-0743,3901.0
NCLM-6687,23250.0
WPBBT-6534,8171.0
WPBBT-6534,8170.0
WPUS-8148,91038.0
WPUS-8148,91063.0
WPUS-8148,91038.0
NPBDF-7683,10124.0
NPGZ-0982,4857.0
NPGZ-0982,4856.0
WPKS-1068,7927.0
SGTF-7478,0.0
SGTF-7478,0.0
NWBDF-7457,13537.0
NWBDF-7457,13546.0
EPBBT-5492,10367.0
40-6546,13141.0
CPYU-5785,8280.0
CPYU-5785,8280.0
52-1600,16917.0
52-1600,16917.0
CPWE-4657,6000.0
WPHR-4714,0.0
UPKI-3187,861237.0
NWGY-7287,92174.0
NWGY-7287,97249.0
NPBBU-7531,5686.0
UPNA-7187,18813.0
WPGV-7911,0.0
WPBDE-3748,5801.0
NCBAP-8319,0.0
NCBAP-8319,0.0
NPWE-2606,29999.0
NPWE-2606,29999.0
WPCAV-9999,12676.0
WPCAV-9999,12676.0
WPWE-3199,11181.0
WPWE-3199,11185.0
WPWE-3199,11192.0
WPWE-3199,11189.0
WPWE-3199,11193.0
WPWE-3199,11200.0
WPAAV-6064,68368.0
WPAAV-6064,68372.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPQR-2471,0.0
WPXF-6374,5373.0
WPWE-4403,11298.0
WPWE-4403,11311.0
WPWE-4403,11285.0
WPWE-4403,11298.0
WPXG-1153,0.0
WPXG-1153,0.0
WPLM-1214,54413.0
SPKF-9269,
SPKF-9269,10361.0
WPUA-9659,0.0
EPBBT-5922,13.0
59-3493,2368.0
WPBER-8809,16807.0
NCAAV-3423,4051.0
WPBEN-9474,3737.0
SPAAE-5716,9.0
WPWD-7940,377605.0
WPWD-7940,7633.0
WPDAF-0639,37016.0
NCXC-7653,18097.0
NCXC-7653,41552.0
NCXC-7653,18100.0
NPGE-7365,752.0
NPGE-7365,752.0
SPML-7377,0.0
SPML-7377,0.0
SPBDF-8643,6399.0
SPLJ-2183,40023.0
SPLJ-2183,40023.0
NCBEH-9102,1155.0
EPGX-6707,0.0
SPBBQ-5370,6309.0
SPBDE-2261,17470.0
EPML-4687,0.0
EPML-4687,0.0
252-5715,25418.0
SPGX-0003,0.0
WPXY-7333,9824.0
WPXY-7333,9824.0
SPUB-3452,0.0
WPUB-8474,8789.0
54-8699,355333.0
54-8699,39504.0
SPTF-1412,8672.0
SPTF-1412,8604.0
UPYF-9826,7500.0
UPYF-9826,7496.0
WPBDH-4592,6388.0
SPABH-6533,11651.0
SPABH-6533,11651.0
SPABH-6533,11651.0
SPBEN-5353,11408.0
SPUS-6796,7000.0
SPAAN-1889,7721.0
NWABI-8489,16123.0
SGAAE-2322,11286.0
NWBEL-6272,9780.0
NWAAN-3776,91.0
NWAAN-3776,91.0
SGPX-7092,4524.0
NPJL-6532,0.0
NPJL-6532,0.0
56-7262,55014.0
56-7262,55014.0
WPAAE-4574,0.0
UPGY-6244,12406.0
WPJQ-4210,925.0
WPJQ-4210,923.0
NWPS-1861,0.0
NWPS-1861,0.0
WPGV-7652,13.0
WPGV-7652,12968.0
WPGV-7652,12968.0
WPGV-7652,12968.0
WPLL-1322,19273.0
84-1028,0.0
84-1028,0.0
84-1028,0.0
NWWF-4191,911.0
WPBEP-4043,16864.0
EPUB-6939,12703.0
WPBAR-0559,26969.0
WPBAR-0559,26969.0
WPBAR-0559,0.0
WPBAR-0559,0.0
NCAAV-5920,10336.0
WPBBS-9556,12123.0
WPBBS-9556,210356.0
NWAAE-5156,4426.0
147-1292,39188.0
147-1292,38188.0
147-1292,38188.0
147-1292,39188.0
147-1292,39188.0
NCBDF-3484,4736.0
NCBDF-3484,4738.0
NCBDF-3484,4736.0
NCBDF-3484,4736.0
NCBDF-3484,4736.0
NCBDF-3484,4738.0
NCBDF-3484,4736.0
NCBDF-3484,4736.0
UPUB-7322,0.0
WPQM-9319,0.0
WPQM-9319,0.0
WPQM-9319,0.0
WPQM-9319,0.0
WPBEP-8133,6139.0
WPBEP-8133,6144.0
WPKB-1777,9681.0
WPGE-1438,500.0
WPGE-1438,500.0
WPGE-1438,0.0
WPGE-1438,0.0
WPGE-1438,500.0
WPGE-1438,500.0
WPUX-9560,0.0
WPUX-9560,0.0
WPUX-9560,0.0
WPUX-9560,0.0
WPUX-9560,0.0
EPUS-6506,0.0
EPUS-6506,0.0
WPJP-6919,31370.0
EPAAE-5387,22097.0
UPGX-9466,663.0
SGUS-8626,8040.0
WPABJ-0312,0.0
WPABJ-0312,0.0
WPABJ-0312,0.0
WPABJ-0312,0.0
WPJP-7064,0.0
WPHR-5086,5432.0
WPHR-5086,5538.0
WPHR-5086,5552.0
WPHR-5086,5245.0
WPHR-5086,5351.0
WPHR-5086,5365.0
WPPF-0097,24833.0
WPBBT-7989,12646.0
SGXF-5067,12565.0
SGXF-5067,12566.0
SGXF-5067,12606.0
SGXF-5067,14562.0
SGXF-5067,14563.0
SGXF-5067,14603.0
UPABI-8862,15785.0
NCVD-9790,4520.0
NCVD-9790,4517.0
WPCAP-3399,
WPCAP-3399,35947.0
WPBBS-7127,1628.0
WPKK-1803,3107.0
NPMP-0221,1.0
NPMP-0221,1.0
WPVJ-3308,0.0
WPVJ-3308,700.0
WPVJ-3308,0.0
WPVJ-3308,700.0
EPBDF-1572,21872.0
NWWE-3142,68534.0
NWWE-3142,68444.0
NCAAV-2440,8189.0
WPBEP-4073,7924.0
NCTF-5890,3866.0
SGBBT-7978,3836.0
EPBCG-1497,2375.0
SGYV-0645,14760.0
NCAAW-6833,5484.0
NCAAW-6833,5484.0
NCAAW-6833,5484.0
201-5487,4315.0
UPAAN-1037,37693.0
SPBBT-6117,8636.0
NCBAQ-8489,11524.0
NCBAQ-8489,11524.0
NCAAV-5966,4335.0
SPVH-8452,9620.0
SGQR-5652,4938.0
SGQR-5652,4938.0
SGQR-5652,4938.0
SGQR-5652,4938.0
NWYU-5857,9762.0
WPJK-3902,0.0
NPBBT-2231,5690.0
NPBBU-7084,20270.0
NPBBS-0630,6823.0
200-1711,0.0
200-1711,40.0
200-1711,1.0
200-1711,39.0
200-1711,118356.0
200-1711,118396.0
WPBBT-5524,9288.0
NWUT-1222,5938.0
WPBDD-7777,11637.0
NPBDF-8106,57592.0
WPPB-0772,12132.0
WPPB-0772,12124.0
WPBEP-2166,12831.0
WPBEP-2166,13787.0
WPGY-4163,17939.0
WPWE-6458,11852.0
WPWE-6458,11855.0
WPWE-6458,11827.0
WPWE-6458,11830.0
57-8344,1084.0
NCKR-8318,4634.0
SPXZ-1224,56573.0
130-7838,0.0
130-7838,0.0
NPXD-2752,0.0
NPXD-2752,0.0
WPJP-7712,1917.0
51-1391,13797.0
51-1391,13789.0
EPBBU-1856,15749.0
WPHS-1295,73146.0
WPBBS-2869,3338.0
WPBBS-2869,3338.0
301-0718,12519.0
WPVH-5296,0.0
NWBEP-1798,10955.0
NWPS-1918,7919.0
SGTG-6725,7377.0
SGTG-6725,7362.0
WPGE-3466,76154.0
WPGE-3466,2.0
WPGE-3466,76154.0
WPGE-3466,0.0
NCQV-5049,0.0
NCQV-5049,0.0
WPAAV-4894,74947.0
WPAAV-4894,2825.0
NWBCI-3951,621.0
EPTF-6289,14849.0
WPBEP-4652,12642.0
WPBDC-5694,2864.0
CPUB-0771,0.0
WPXZ-4802,106581.0
UPQR-4880,549.0
UPQR-4880,549.0
UPQR-4880,549.0
SGVH-7879,6250.0
NCVH-8672,11173.0
SPVH-8287,9066.0
WPTG-1996,87236.0
NPUB-5592,4974.0
43-3337,93033.0
43-3337,93033.0
EPGX-6443,4727.0
NCMY-6102,6452.0
59-6809,58190.0
59-6809,58190.0
59-6809,58190.0
59-6809,58190.0
SPABO-6670,1571.0
SPUS-6717,9939.0
SPUS-6717,9941.0
SPUS-6717,9938.0
SPUS-6717,9940.0
NWWE-6022,0.0
NPXF-7054,64603.0
NPXF-7054,64604.0
SGBEP-7752,133148.0
EPHO-5318,0.0
SGBDG-0628,6919.0
SGBDG-0628,6919.0
251-5383,4095.0
157-9037,58842.0
157-9037,58842.0
WPKV-1522,20974.0
SGLJ-2264,3532.0
SGLJ-2264,3534.0
SGLJ-2264,3532.0
SGLJ-2264,3530.0
SGLJ-2264,3532.0
SGLJ-2264,3530.0
SGLJ-2264,3530.0
SGLJ-2264,3532.0
SGLJ-2264,3530.0
WPBAQ-4101,9301.0
WPBAQ-4101,9301.0
SGBER-8099,44814.0
WPAAE-5549,57760.0
WPAAE-5549,57760.0
SPUS-7944,0.0
SPUS-7944,0.0
EPBBT-5649,5440.0
WPBBS-7235,8788.0
WPBBS-7235,8804.0
WPXF-6452,10246.0
WPKX-7160,7633.0
NPUS-8871,13346.0
NCLE-7579,25462.0
NCLE-7579,25462.0
NCLE-7579,25465.0
WPGM-1987,5149.0
NWBEQ-5572,5497.0
SGKF-9173,6056.0
205-4910,23230.0
205-4910,23230.0
EPBDF-7553,101.0
NCXC-6591,6651.0
WPVH-9090,6162.0
WPVH-9090,
WPVH-9090,6162.0
WPVH-9090,5816.0
NCYU-0195,4290.0
NWABO-7482,5815.0
NWABO-7482,5815.0
WPCAO-5673,3091.0
WPML-6290,0.0
NCQV-4924,78493.0
NCQV-4924,78493.0
NWHO-3669,2.0
NWHO-3669,0.0
NCML-7064,0.0
17-3264,189216.0
17-3264,189216.0
17-3264,189216.0
17-3264,208136.0
17-3264,189216.0
17-3264,189216.0
17-3264,189216.0
17-3264,208136.0
17-3264,189216.0
17-3264,189216.0
17-3264,189216.0
17-3264,208136.0
UPYA-7803,0.0
WPCAO-6295,13103.0
SPDAF-1670,7543.0
WPBDG-1850,4356.0
SGWC-9075,12384.0
CPXF-5933,9535.0
NCBEP-5140,9907.0
EPBEP-1385,11886.0
EPBEP-1385,11888.0
EPBEP-1385,11884.0
EPBEP-1385,11886.0
CPQV-4917,0.0
CPQV-4917,0.0
CPQV-4917,0.0
NPXD-3076,0.0
UPBDG-8543,10438.0
64-9253,131689.0
EPUT-1438,0.0
WPPH-5428,8437.0
SGBEO-7914,6003.0
WPKB-2905,651.0
WPBEO-0984,6600.0
NWJO-5897,0.0
NWJO-5897,0.0
WPPU-9315,21343.0
WPPU-9315,21343.0
WPXY-7173,14758.0
226-5103,3256.0
57-8295,2884.0
NWBEP-5830,12086.0
NWBEP-5830,12090.0
WPKN-5352,24536.0
UPTX-4521,1423.0
UPTX-4521,1907.0
NCXG-3246,10088.0
NCXG-3246,10093.0
SGYF-8700,3568.0
SGYF-8700,3566.0
SGYF-8700,3566.0
NWVG-1981,0.0
NWVG-1981,0.0
NWVG-1981,0.0
NWVG-1981,0.0
WPCAO-4684,16668.0
NWMO-8782,10001.0
UPLJ-2530,12516.0
NCKF-8467,4645.0
NPBBS-8266,9758.0
NPBBS-8266,9752.0
SGBEJ-3556,1358.0
NWXZ-3206,3777.0
UPABO-8195,5879.0
UPABO-8195,5881.0
NCPY-9584,19369.0
WPBBU-7910,5329.0
UPYF-7139,5726.0
EPBDF-6484,13186.0
UPHR-3141,161455.0
61-8801,0.0
WPBDF-6743,5070.0
WPCAD-6116,3745.0
WPYF-8851,19704.0
WPYF-8851,19704.0
NWBBT-6010,24105.0
SGBEP-6379,6782.0
SGBEP-6379,6785.0
SGLC-9039,20029.0
150-7585,3605.0
150-7585,3605.0
NCBDF-6472,2176.0
158-6283,15755.0
WPGY-2608,10785.0
SPLB-1717,25596.0
SPLB-1717,25596.0
SPLB-1717,25596.0
SGJP-5269,108.0
NPWE-5369,2143.0
NPWE-5369,13942.0
NPWE-5369,2154.0
NPVI-4392,0.0
SGHR-2383,5.0
NPVH-9906,33426.0
WPNC-8580,38392.0
SGWE-5051,6146.0
WPAAV-4047,1.0
WPAAV-4047,1.0
SGAAE-4906,16323.0
WPKB-0636,4551.0
SGJN-7751,4458.0
SGXY-8153,5404.0
SGAAV-3599,9551.0
SGAAV-3599,9557.0
SGAAV-3599,9561.0
SGJP-4761,0.0
SGJP-4761,0.0
48-1484,2876.0
48-1484,2876.0
NCBBU-0161,3763.0
WPYU-6827,14632.0
WPYU-6827,14632.0
54-6051,469475.0
54-6051,469475.0
60-4596,190.0
NCAAE-5790,3431.0
NCBBT-6220,18566.0
WPPD-2811,31441.0
UPBDF-0396,9597.0
UPBDF-0396,9594.0
WPWE-8191,3399.0
WPWE-8191,3382.0
WPCAE-1960,3025.0
NWAAV-4735,4773.0
WPYF-6301,173473.0
WPYF-6301,0.0
WPGY-5545,0.0
WPGF-0383,0.0
WPGF-0383,0.0
WPGF-0383,0.0
NCBAS-1782,9681.0
WPBBT-8863,4698.0
SGUT-9880,11961.0
SGUT-9880,11961.0
SGUT-9880,11961.0
SGUT-9880,11961.0
NPLG-8979,2404.0
WPCAD-6172,5174.0
WPLL-5645,27290.0
UPBBU-3485,8058.0
WPKJ-9743,4686.0
NPABO-9676,5820.0
NPABO-9676,5820.0
WPKR-9555,7741.0
NPABI-7752,2412.0
NPABI-7752,2412.0
56-5391,219619.0
WPWE-1883,929.0
WPWE-1883,929.0
WPCAO-3868,24451.0
NPBBT-0679,6325.0
WPVH-6538,16632.0
WPXY-3470,0.0
NPBDG-3050,6758.0
SPAAM-9819,8918.0
SPAAM-9819,8918.0
SPAAM-9819,57678.0
NPBAP-2804,13373.0
NWVG-4425,0.0
NPBDF-8544,22019.0
NPBDF-8544,9019.0
WPUS-5417,3375.0
WPXZ-0239,20457.0
WPXZ-0239,59747.0
WPXZ-0239,20450.0
WPXZ-0239,59754.0
SGYU-7811,0.0
SGYU-7811,0.0
EPVZ-1743,4827.0
97-7692,0.0
97-7692,0.0
WPABI-7664,7245.0
WPABI-7664,7251.0
WPABI-7664,7245.0
WPABI-7664,7251.0
WPKF-8240,13731.0
WPHR-2323,0.0
EPCAO-3034,13602.0
UPJQ-4247,5967.0
NPXZ-1497,13800.0
NWBDG-0903,20926.0
NWBDG-0903,10142.0
WPPH-5239,3296.0
NCBCL-1382,5836.0
NPCAS-9978,52063.0
WPKN-3825,19280.0
NCXF-2159,12556.0
WPKB-2454,4161.0
WPKB-2454,4288.0
WPKB-2454,4281.0
SGUS-5937,59999.0
NPBEO-4877,15577.0
227-4286,1.0
WPNC-1563,192525.0
NWTE-7718,4.0
WPQY-5736,320962.0
WPQY-5736,20490.0
WPQY-5736,320710.0
WPQY-5736,20238.0
WPQY-5736,320710.0
WPQY-5736,20238.0
NPUA-7960,0.0
WPPF-8051,25971.0
WPQV-4865,19498.0
WPQV-4865,19498.0
CPHI-3814,54262.0
WPPH-5150,17756.0
NCBBT-0203,4700.0
CPUC-4088,0.0
CPUC-4088,0.0
EPBEP-7864,8940.0
227-4365,5115.0
NWLA-8947,10696.0
UPXF-0925,0.0
UPXF-0925,0.0
WPKF-8824,12710.0
WPKB-1515,11773.0
NPXZ-2048,6062.0
NCBDE-8982,6313.0
NCBDE-8982,6316.0
NCUB-4061,0.0
NCUT-1966,14976.0
NPBBQ-1791,82794.0
NPBBQ-1791,82798.0
EPBAQ-9070,3015.0
WPBEQ-8756,10029.0
NCPE-6589,2599.0
NCBBT-6150,21543.0
UPYU-6120,40212.0
UPYU-6120,40212.0
UPYU-6120,40212.0
UPYU-6120,40212.0
UPYU-6120,41212.0
UPYU-6120,41212.0
43-4742,1627.0
WPABO-7252,5084.0
SGAAE-4970,31998.0
NCBEQ-9255,5255.0
NCBEQ-9255,5261.0
SGQV-4906,2610.0
WPBAN-5141,0.0
NPBEP-8375,9568.0
SGXY-8998,7977.0
SGXY-8998,7980.0
SPLJ-2341,29326.0
SPLJ-2341,29326.0
SPLJ-2341,29326.0
EPAAV-3629,4709.0
SPQC-7875,0.0
205-5010,0.0
205-5010,0.0
205-5010,0.0
NWCAD-4033,13911.0
SPQI-4089,0.0
SPAAV-3903,9774.0
NCVH-8498,13983.0
SPVH-2412,2.0
EPBBT-4214,25221.0
WPKN-7602,8348.0
NWXF-5863,6104.0
NWXF-5863,6104.0
SPVI-0884,0.0
WPML-8931,98485.0
UPXF-5645,9564.0
UPXF-5645,9562.0
WPGL-9174,9616.0
65-7369,3734.0
65-7369,15666.0
65-7369,15666.0
WPXF-9053,8004.0
WPXF-9053,8015.0
SPYU-7116,7599.0
NWPC-0278,12342.0
WPNA-7151,0.0
WPNA-7151,0.0
53-8220,0.0
26-4207,0.0
WPUS-6251,3188.0
EPUT-3255,3888.0
EPUT-3255,3883.0
WPQY-4017,3693.0
WPPA-4259,21191.0
SGAAV-4911,5779.0
NCBEP-4390,10769.0
NCBEP-4588,13990.0
NPMG-3905,761.0
NPMG-3905,761.0
WPBAQ-6885,60000.0
EPNA-1091,162097.0
UPABI-6708,5740.0
UPABI-6708,5740.0
226-1628,330554.0
SGYU-4768,7626.0
WPXE-5821,1054.0
WPYF-7891,1.0
WPYF-7891,1.0
SGBEO-4765,21813.0
SGBEO-4765,334343.0
NWQN-0431,15993.0
NWQN-0431,15991.0
NWQN-0431,15991.0
NCBBK-6772,6062.0
WPGF-0104,10924.0
WPGF-0104,10924.0
UPQI-7012,25807.0
NWJP-5573,1975.0
WPBDF-2503,14052.0
WPBDF-9162,10900.0
WPCAD-4840,8217.0
NPVI-5564,201.0
NPVI-5564,201.0
NPVI-5564,49803.0
NPVI-5564,49803.0
NPVI-5564,184.0
NPVI-5564,184.0
WPBAO-8741,7227.0
WPBAO-8741,7213.0
NCABO-8150,17008.0
NCABO-8150,17022.0
NCABO-8150,17029.0
NWAAV-5432,10175.0
WPJP-3321,1.0
WPJP-3321,1.0
201-5626,16708.0
201-5626,16708.0
201-5626,16708.0
201-5626,16708.0
NCBDG-2039,9769.0
WPKN-4265,87777.0
SGPU-9682,16259.0
31-6988,0.0
NWTY-8810,0.0
NWTY-8810,0.0
UPVH-5398,18174.0
21-6516,0.0
21-6516,4.0
WPCAD-4737,5298.0
NCUS-9917,4000.0
NCXZ-1583,15935.0
WPYF-9701,101.0
WPXG-5836,8682.0
WPDAC-6795,3802.0
WPDAC-6795,3802.0
WPDAC-6795,3802.0
WPDAC-6795,3802.0
WPTH-3588,2051.0
WPGE-2247,10.0
WPGE-2247,0.0
WPGE-2247,10.0
WPGE-2247,0.0
WPBEN-9794,2636.0
253-8477,5067.0
19-5763,4553.0
WPABO-8916,0.0
WPABO-8916,0.0
WPABO-8916,0.0
WPABO-8916,0.0
WPXF-3800,10292.0
WPXF-3800,10292.0
124-6461,8410.0
NWVH-8423,6103.0
WPCAD-2719,8919.0
WPVG-7718,2048.0
WPKD-6512,5453.0
NPWE-5535,0.0
NPWE-5724,0.0
NPBBU-0200,4465.0
EPML-6805,5783.0
UPAAV-6191,3898.0
UPAAV-6191,4000.0
NCBDD-9678,20404.0
NCVH-4437,2594.0
NCKD-6138,26237.0
NCNC-8254,10227.0
NWWE-3039,10243.0
NWWE-3039,8258.0
WPPX-0303,37265.0
NCJO-7702,3711.0
NCJO-7702,3711.0
NCJO-7702,3707.0
NCJO-7702,3707.0
NCJO-7702,3707.0
NCJO-7702,3707.0
SGBEQ-1133,1334.0
NWTF-5759,4493.0
NPAAV-4679,3205.0
NPAAV-4679,3201.0
WPCAQ-9757,3469.0
EPKX-7091,3715.0
WPQI-4289,99109.0
WPABI-8110,10906.0
WPPU-9695,21797.0
WPPU-9695,21788.0
40-6618,2455.0
WPYU-2513,448.0
WPYU-2513,439.0
SPKN-1215,5954.0
WPBBT-8740,11139.0
WPWD-9459,16013.0
WPLH-8878,148773.0
WPAAV-6826,12629.0
NCBDF-4145,12877.0
227-4553,8044.0
NWVH-6008,939.0
NWVH-6008,939.0
NWVH-6008,936.0
NWVH-6008,936.0
300-4841,265307.0
300-4841,265307.0
WPHR-4250,1554.0
130-9969,70979.0
130-9969,70979.0
NPWC-0480,4297.0
NPWC-0480,4297.0
NPWC-0480,4166.0
NPWC-0480,4166.0
WPJP-7903,0.0
EPAAS-9403,2247.0
EPAAS-9403,2242.0
EPAAS-9403,2243.0
UPBEP-2359,17451.0
EPUB-4104,8571.0
EPUB-4104,8565.0
CPPI-4393,4634.0
WPLF-8771,7424.0
WPLF-8771,7424.0
WPPF-7462,32220.0
NCXY-6230,6495.0
WPJP-6379,95862.0
EPBDF-0943,7768.0
SPABO-8108,21685.0
SGGD-9855,4.0
SGGD-9855,4.0
SGGD-9855,504.0
SGGD-9855,4.0
SGGD-9855,4.0
SGGD-9855,504.0
SGGD-9855,4.0
SGGD-9855,4.0
SGGD-9855,504.0
NWXX-7729,4469.0
NCVH-8909,12000.0
CPNB-1907,11570.0
CPNB-1907,11496.0
CPNB-1907,11386.0
CPNB-1907,11386.0
NWWU-2555,10103.0
UPBBP-9585,21437.0
UPBBP-9585,1792.0
NCBAR-0636,15145.0
16-0973,100000.0
16-0973,100000.0
16-0973,100001.0
WPBEQ-2321,17889.0
NPWE-2684,14150.0
110-6432,2462.0
WPQM-9783,4891.0
NCTG-3710,18716.0
WPXF-0763,20.0
SGKG-7225,11744.0
UPTD-4598,5232.0
UPTD-4598,5232.0
UPTD-4598,5231.0
UPTD-4598,5231.0
UPTD-4598,5232.0
UPTD-4598,5232.0
206-9507,0.0
206-9507,0.0
206-9507,0.0
206-9507,0.0
UPAAV-2715,3934.0
UPAAV-2715,3935.0
UPAAV-2715,3937.0
WPJP-5895,0.0
NWVH-9303,31593.0
UPUS-5568,7367.0
UPUS-5568,7365.0
CPYU-1975,4235.0
WPKX-6961,12480.0
NPBDF-7025,1868.0
NPBDF-7025,1868.0
WPUC-0801,58226.0
WPUC-0801,58226.0
WPBEP-3229,7847.0
UPTB-2779,5701.0
16-9807,8343.0
NCTZ-4843,2.0
WPTF-6794,4229.0
WPPY-8863,33685.0
WPPY-8863,33776.0
WPPY-8863,33776.0
59-2481,151638.0
WPYM-9758,3158.0
48-1007,388859.0
WPKN-0438,16816.0
WPVA-0518,3.0
WPVA-0518,2.0
WPML-7726,0.0
WPML-7726,60.0
NPJN-7574,1880.0
NWVH-7467,469.0
NWVH-7467,469.0
WPKR-8799,17126.0
UPYF-4899,1235.0
NWQR-5455,1747.0
NWQR-5455,1747.0
WPVH-4064,83118.0
WPDAF-0837,12742.0
NCABO-8446,5863.0
WPXZ-1521,19196.0
WPXZ-1521,19175.0
WPAAV-5343,17123.0
EPVH-8984,2289.0
EPVH-8984,2289.0
WPCAD-5243,20026.0
131-3256,53571.0
131-3256,0.0
301-6756,64993.0
301-6756,64993.0
301-6756,64893.0
301-6756,64893.0
301-6756,64893.0
301-6756,64993.0
301-6756,64993.0
301-6756,64893.0
301-6756,64893.0
301-6756,64893.0
NPBDF-5865,11733.0
NPBDF-5865,11733.0
NCAAV-7337,10305.0
NCAAV-7337,10315.0
WPBDF-9115,10548.0
NPBEP-6383,9781.0
SGYU-8345,5942.0
SGYU-8345,5943.0
NPAAN-0279,12082.0
NPAAN-0279,12082.0
EPML-9943,20.0
WPCAX-1456,16943.0
NPWE-5540,270.0
NPWE-5540,270.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
WPML-6897,56866.0
SPVH-6380,9061.0
EPXH-0370,9602.0
EPXH-0370,9606.0
NWLM-1011,47614.0
158-2628,3484.0
WPBBU-5736,16604.0
WPBBU-5736,16603.0
WPBBU-5736,16604.0
WPBBU-5736,16603.0
61-6576,6102.0
61-6576,6101.0
61-6576,6099.0
61-6576,6098.0
EPBAQ-8919,1728.0
EPXF-7362,4198.0
EPCAT-0498,7597.0
WPBAQ-6943,9041.0
WPBAQ-6943,9026.0
WPBAQ-6943,9026.0
NWGZ-0707,16375.0
