VehRegNo,DistanceTraveled
WPBBV-4395,11041.0
WPBBV-4395,11008.0
WPBBV-4395,11031.0
WPBBV-4408,11518.0
WPBBV-4498,4874.0
WPBBV-4517,9900.0
WPBBV-4545,
WPBBV-4545,14625.0
WPBBV-4545,14629.0
WPBBV-4545,14632.0
WPBBV-4554,5711.0
WPBBV-4760,7282.0
WPBBV-4760,7280.0
WPBBV-4792,25040.0
WPBBV-4792,25148.0
WPBBV-4995,8289.0
WPBBV-4998,7371.0
WPBBV-4998,7371.0
WPBBV-5271,59.0
WPBBV-5271,59.0
WPBBV-5271,59.0
WPBBV-5271,59.0
WPBBV-5282,8374.0
WPBBV-5282,8374.0
WPBBV-5285,8507.0
WPBBV-5285,8509.0
WPBBV-5307,7516.0
WPBBV-5681,8234.0
WPBBV-5681,8234.0
WPBBV-5782,8260.0
WPBBV-5782,8283.0
WPBBV-5914,8736.0
WPBBV-6000,9833.0
WPBBV-6229,42603.0
WPBBV-6229,42603.0
WPBBV-6396,0.0
WPBBV-6396,0.0
WPBBV-6396,0.0
WPBBV-6425,4060.0
WPBBV-6425,4061.0
WPBBV-6443,15929.0
WPBBV-7975,121.0
WPBBV-8161,5319.0
WPBBV-8506,436.0
WPBBV-8520,7436.0
WPBBV-8740,12604.0
WPBBV-8951,7771.0
WPBBV-9469,18080.0
WPBBV-9469,18080.0
WPBBV-9635,3293.0
WPBBW-0847,12345.0
WPBBW-1476,6928.0
WPBBW-6514,0.0
WPBBW-6784,6213.0
WPBBW-7697,268.0
WPBBX-0946,9519.0
WPBBX-7405,6843.0
WPBCT-8448,6530.0
WPBCT-8448,6584.0
WPBCX-1226,2169.0
WPBCX-4427,6796.0
WPBCX-4427,6796.0
WPBCZ-9988,1928.0
WPBDA-0322,1963.0
WPBDA-3849,9690.0
WPBDB-4600,18717.0
WPBDB-4600,18702.0
WPBDB-6677,10713.0
WPBDB-7885,6932.0
WPBDB-9533,811.0
WPBDB-9533,811.0
WPBDC-2543,6387.0
WPBDC-2543,6387.0
WPBDC-5539,19681.0
WPBDC-5539,19702.0
WPBDC-5539,19702.0
WPBDC-6708,8986.0
WPBDC-8118,14640.0
WPBDD-1513,9622.0
WPBDD-1814,3075.0
WPBDD-2291,10362.0
WPBDD-5529,10906.0
WPBDD-6001,14310.0
WPBDD-6513,6703.0
WPBDD-6697,7912.0
WPBDD-7398,6.0
WPBDD-7398,6.0
WPBDD-7582,18891.0
WPBDD-8548,6132.0
WPBDD-8870,14437.0
WPBDD-8870,14653.0
WPBDE-0023,0.0
WPBDE-0586,3688.0
WPBDE-1072,0.0
WPBDE-1078,7999.0
WPBDE-1078,8000.0
WPBDE-1078,8000.0
WPBDE-1078,7999.0
WPBDE-1078,8000.0
WPBDE-1078,8000.0
WPBDE-1191,21532.0
WPBDE-1621,16670.0
WPBDE-1775,14415.0
WPBDE-2339,6640.0
WPBDE-2339,6640.0
WPBDE-2738,0.0
WPBDE-2767,9196.0
WPBDE-2805,5.0
WPBDE-2904,7598.0
WPBDE-2938,9636.0
WPBDE-3693,1396.0
WPBDE-3693,1399.0
WPBDE-3693,1396.0
WPBDE-3693,1399.0
WPBDE-3912,9332.0
WPBDE-3969,12168.0
WPBDE-3969,12163.0
WPBDE-4695,5043.0
WPBDE-4986,0.0
WPBDE-5001,7987.0
WPBDE-5001,7987.0
WPBDE-5265,14488.0
WPBDE-6125,13379.0
WPBDE-6125,13379.0
WPBDE-6149,5734.0
WPBDE-6199,202266.0
WPBDE-6348,2660.0
WPBDE-6473,169377.0
WPBDE-6473,10619.0
WPBDE-6799,7622.0
WPBDE-7384,6359.0
WPBDE-7399,38960.0
WPBDE-7657,6630.0
WPBDE-7670,10335.0
WPBDE-7678,9332.0
WPBDE-7678,9331.0
WPBDE-7776,16482.0
WPBDE-7821,11285.0
WPBDE-7957,4566.0
WPBDE-8046,5109.0
WPBDE-8444,11228.0
WPBDE-8447,11921.0
WPBDE-8689,18254.0
WPBDE-8966,12658.0
WPBDE-8966,12566.0
WPBDE-8978,28734.0
WPBDE-8978,28734.0
WPBDE-8978,28734.0
WPBDE-8978,28734.0
WPBDE-9007,17816.0
WPBDE-9096,7155.0
WPBDE-9292,1751.0
WPBDE-9326,2715.0
WPBDE-9338,8686.0
WPBDE-9385,18483.0
WPBDE-9385,18483.0
WPBDE-9462,16318.0
WPBDE-9462,16376.0
WPBDE-9609,6604.0
WPBDE-9609,6630.0
WPBDE-9638,9234.0
WPBDE-9638,9230.0
WPBDE-9665,7346.0
WPBDE-9748,5856.0
WPBDE-9954,8194.0
WPBDE-9954,8194.0
WPBDE-9954,8194.0
WPBDE-9954,8194.0
WPBDE-9971,8271.0
WPBDE-9971,8281.0
WPBDF-0380,4550.0
WPBDF-0380,4553.0
WPBDF-0380,4550.0
WPBDF-0380,4553.0
WPBDF-0493,10520.0
WPBDF-0493,10436.0
WPBDF-0499,21266.0
WPBDF-0697,8221.0
WPBDF-0847,4680.0
WPBDF-0847,4687.0
WPBDF-1023,12533.0
WPBDF-1023,12162.0
WPBDF-1166,3776.0
WPBDF-1166,3819.0
WPBDF-1202,5783.0
WPBDF-1211,3516.0
WPBDF-1211,3516.0
WPBDF-1259,21518.0
WPBDF-1299,27925.0
WPBDF-1300,20456.0
WPBDF-1337,39402.0
WPBDF-1337,39402.0
WPBDF-1368,8573.0
WPBDF-1383,0.0
WPBDF-1383,0.0
WPBDF-1383,0.0
WPBDF-1436,2443.0
WPBDF-1515,6602.0
WPBDF-1515,6602.0
WPBDF-1604,5566.0
WPBDF-1727,10665.0
WPBDF-1877,30704.0
WPBDF-1877,30704.0
WPBDF-2212,21859.0
WPBDF-2212,21859.0
WPBDF-2243,14913.0
WPBDF-2278,12603.0
WPBDF-2545,27644.0
WPBDF-2793,6587.0
WPBDF-2933,1440.0
WPBDF-2933,1440.0
WPBDF-2938,6337.0
WPBDF-2938,6337.0
WPBDF-2949,5959.0
WPBDF-2949,5953.0
WPBDF-2951,9258.0
WPBDF-3201,1570.0
WPBDF-3414,4724.0
WPBDF-3461,1616.0
WPBDF-3487,13722.0
WPBDF-3487,13720.0
WPBDF-3641,23432.0
WPBDF-4157,14900.0
WPBDF-4262,56311.0
WPBDF-4272,2910.0
WPBDF-4385,15105.0
WPBDF-4421,6570.0
WPBDF-4421,6570.0
WPBDF-4449,39822.0
WPBDF-4458,4759.0
WPBDF-4535,32351.0
WPBDF-4535,32372.0
WPBDF-4535,32351.0
WPBDF-4535,32372.0
WPBDF-4548,8732.0
WPBDF-4548,8736.0
WPBDF-4548,8732.0
WPBDF-4548,8736.0
WPBDF-4642,9530.0
WPBDF-4642,9545.0
WPBDF-4642,9547.0
WPBDF-4642,9509.0
WPBDF-4642,9524.0
WPBDF-4642,9526.0
WPBDF-4705,1495.0
WPBDF-4791,1.0
WPBDF-4919,12303.0
WPBDF-4919,11763.0
WPBDF-4933,2287.0
WPBDF-4959,20824.0
WPBDF-5007,16926.0
WPBDF-5007,16926.0
WPBDF-5043,2106.0
WPBDF-5052,8568.0
WPBDF-5066,1225.0
WPBDF-5163,8675.0
WPBDF-5163,8745.0
WPBDF-5255,7735.0
WPBDF-5266,10064.0
WPBDF-5278,5465.0
WPBDF-5343,20205.0
WPBDF-5343,20207.0
WPBDF-5353,5689.0
WPBDF-5574,8466.0
WPBDF-5574,8464.0
WPBDF-5629,18772.0
WPBDF-5661,13346.0
WPBDF-5661,13350.0
WPBDF-5750,10071.0
WPBDF-5750,10058.0
WPBDF-5750,10033.0
WPBDF-5756,11838.0
WPBDF-5940,8454.0
WPBDF-5940,8454.0
WPBDF-6132,14790.0
WPBDF-6197,9661.0
WPBDF-6355,6032.0
WPBDF-6355,6032.0
WPBDF-6385,24059.0
WPBDF-6385,24059.0
WPBDF-6398,11853.0
WPBDF-6416,18318.0
WPBDF-6416,18318.0
WPBDF-6538,12523.0
WPBDF-6546,363.0
WPBDF-6552,6737.0
WPBDF-6552,6733.0
WPBDF-6983,6391.0
WPBDF-6984,18147.0
WPBDF-7232,547373.0
WPBDF-7232,547378.0
WPBDF-7232,17374.0
WPBDF-7232,17374.0
WPBDF-7232,547390.0
WPBDF-7232,547395.0
WPBDF-7232,17391.0
WPBDF-7232,17391.0
WPBDF-7233,19118.0
WPBDF-7233,19118.0
WPBDF-7233,19118.0
WPBDF-7233,19118.0
WPBDF-7317,12518.0
WPBDF-7350,6241.0
WPBDF-7364,6162.0
WPBDF-7366,9136.0
WPBDF-7494,0.0
WPBDF-7494,0.0
WPBDF-7648,5459.0
WPBDF-7648,5442.0
WPBDF-7672,16156.0
WPBDF-7746,9417.0
WPBDF-7746,9413.0
WPBDF-8006,3366.0
WPBDF-8087,5680.0
WPBDF-8087,5680.0
WPBDF-8107,12959.0
WPBDF-8405,7052.0
WPBDF-8419,12069.0
WPBDF-8490,292271.0
WPBDF-8490,292209.0
WPBDF-8517,22065.0
WPBDF-8564,6357.0
WPBDF-8635,10541.0
WPBDF-8826,4546.0
WPBDF-8826,4549.0
WPBDF-9090,10663.0
WPBDF-9280,2683.0
WPBDF-9280,2683.0
WPBDF-9296,4909.0
WPBDF-9296,4909.0
WPBDF-9306,3050.0
WPBDF-9363,11012.0
WPBDF-9363,11073.0
WPBDF-9363,11012.0
WPBDF-9363,11073.0
WPBDF-9527,8188.0
WPBDF-9559,6991.0
WPBDF-9586,2695.0
WPBDF-9586,2695.0
WPBDF-9589,8569.0
WPBDF-9599,7065.0
WPBDF-9612,9927.0
WPBDF-9623,9118.0
WPBDF-9623,9118.0
WPBDF-9623,9118.0
WPBDF-9623,9118.0
WPBDF-9645,6334.0
WPBDF-9663,17381.0
WPBDF-9741,11247.0
WPBDF-9741,11266.0
WPBDF-9847,11421.0
WPBDG-0181,48988.0
WPBDG-0181,48986.0
WPBDG-0194,15081.0
WPBDG-0194,15081.0
WPBDG-0214,9118.0
WPBDG-0221,14280.0
WPBDG-0286,5010.0
WPBDG-0286,5004.0
WPBDG-0343,4278.0
WPBDG-0349,12307.0
WPBDG-0349,12313.0
WPBDG-0395,9475.0
WPBDG-0395,9475.0
WPBDG-0410,0.0
WPBDG-0456,1148.0
WPBDG-0610,11016.0
WPBDG-0622,16826.0
WPBDG-0633,13251.0
WPBDG-0691,8422.0
WPBDG-0691,8431.0
WPBDG-0829,16784.0
WPBDG-0937,4044.0
WPBDG-1009,8999.0
WPBDG-1009,9000.0
WPBDG-1046,8011.0
WPBDG-1161,8052.0
WPBDG-1210,10465.0
WPBDG-1267,2035.0
WPBDG-1337,9129.0
WPBDG-1382,461.0
WPBDG-1396,3720.0
WPBDG-1424,0.0
WPBDG-1616,6391.0
WPBDG-1627,14006.0
WPBDG-2339,5.0
WPBDG-2483,6743.0
WPBDG-2532,2053.0
WPBDG-2662,2681.0
WPBDG-2786,4660.0
WPBDG-2787,5631.0
WPBDG-2794,8244.0
WPBDG-2794,8245.0
WPBDG-2958,9467.0
WPBDG-3017,10549.0
WPBDG-3038,4509.0
WPBDG-3038,4509.0
WPBDG-3083,26613.0
WPBDG-3100,14372.0
WPBDG-3101,16262.0
WPBDG-3180,6628.0
WPBDG-3180,6608.0
WPBDG-3180,6607.0
WPBDG-3471,12028.0
WPBDG-3627,5344.0
WPBDG-3900,7594.0
WPBDG-3906,7758.0
WPBDG-3988,4866.0
WPBDG-4023,15433.0
WPBDG-4065,8313.0
WPBDG-4145,4590.0
WPBDG-4214,6189.0
WPBDG-4377,9743.0
WPBDG-4377,9749.0
WPBDG-4460,6654.0
WPBDG-4460,6657.0
WPBDG-4501,7596.0
WPBDG-4515,9411.0
WPBDG-4646,10355.0
WPBDG-4740,9065.0
WPBDG-4805,5061.0
WPBDG-4805,5086.0
WPBDG-4805,5087.0
WPBDG-4922,4882.0
WPBDG-4923,10252.0
WPBDG-5410,0.0
WPBDG-5523,8509.0
WPBDG-5523,8504.0
WPBDG-5605,12141.0
WPBDG-5605,12145.0
WPBDG-5605,12151.0
WPBDG-5605,12151.0
WPBDG-5605,12138.0
WPBDG-5605,12142.0
WPBDG-5605,12148.0
WPBDG-5605,12148.0
WPBDG-5675,8998.0
WPBDG-5814,5635.0
WPBDG-5930,69145.0
WPBDG-5930,69145.0
WPBDG-6183,13152.0
WPBDG-6366,7284.0
WPBDG-6910,9091.0
WPBDG-6993,8641.0
WPBDG-6995,10306.0
WPBDG-6995,10300.0
WPBDG-6996,18942.0
WPBDG-6996,18934.0
WPBDG-6996,18942.0
WPBDG-7030,7306.0
WPBDG-7548,3429.0
WPBDG-7586,5634.0
WPBDG-7637,13938.0
WPBDG-7707,8982.0
WPBDG-7851,8436.0
WPBDG-7851,8528.0
WPBDG-7869,14195.0
WPBDG-7898,6518.0
WPBDG-8160,3469.0
WPBDG-8173,9868.0
WPBDG-8180,11822.0
WPBDG-8180,11822.0
WPBDG-8188,1748.0
WPBDG-8210,21021.0
WPBDG-8210,21021.0
WPBDG-8214,11171.0
WPBDG-8214,11162.0
WPBDG-8495,11904.0
WPBDG-8495,11906.0
WPBDG-8522,8432.0
WPBDG-8640,11351.0
WPBDG-8640,11344.0
WPBDG-8675,7749.0
WPBDG-8715,13284.0
WPBDG-8715,13291.0
WPBDG-8786,16978.0
WPBDG-9070,13996.0
WPBDG-9313,3079.0
WPBDG-9384,3318.0
WPBDG-9602,24490.0
WPBDG-9773,21735.0
WPBDG-9816,7121.0
WPBDG-9825,24928.0
WPBDG-9884,259.0
WPBDG-9884,259.0
WPBDH-0311,1144.0
WPBDH-0311,1144.0
WPBDH-0331,5861.0
WPBDH-0717,23555.0
WPBDH-0756,20075.0
WPBDH-0769,4732.0
WPBDH-1071,18280.0
WPBDH-1082,16486.0
WPBDH-1144,6131.0
WPBDH-1281,7315.0
WPBDH-1281,7315.0
WPBDH-1339,15872.0
WPBDH-1339,15872.0
WPBDH-1346,6103.0
WPBDH-1346,6103.0
WPBDH-1441,23654.0
WPBDH-1475,57501.0
WPBDH-1475,57501.0
WPBDH-1475,57501.0
WPBDH-1657,1592.0
WPBDH-1719,5490.0
WPBDH-1765,26721.0
WPBDH-2347,17419.0
WPBDH-2582,7669.0
WPBDH-2633,4284.0
WPBDH-2678,2176.0
WPBDH-3247,15896.0
WPBDH-3259,13328.0
WPBDH-3259,13328.0
WPBDH-3274,18520.0
WPBDH-3277,25996.0
WPBDH-3277,26008.0
WPBDH-3288,20092.0
WPBDH-3288,20092.0
WPBDH-3297,14459.0
WPBDH-3297,14457.0
WPBDH-3300,16334.0
WPBDH-3300,16334.0
WPBDH-3319,2927.0
WPBDH-3319,2920.0
WPBDH-3322,20668.0
WPBDH-3335,5400.0
WPBDH-3345,16031.0
WPBDH-3356,7648.0
WPBDH-3356,7647.0
WPBDH-3376,17766.0
WPBDH-3378,16963.0
WPBDH-3378,16963.0
WPBDH-3384,17011.0
WPBDH-3384,17012.0
WPBDH-3387,13832.0
WPBDH-3387,13824.0
WPBDH-3391,1930.0
WPBDH-3391,1927.0
WPBDH-3399,8083.0
WPBDH-3402,12099.0
WPBDH-3402,12100.0
WPBDH-3457,10695.0
WPBDH-3463,12757.0
WPBDH-3463,12764.0
WPBDH-3463,12764.0
WPBDH-3486,10643.0
WPBDH-3492,13831.0
WPBDH-3667,7123.0
WPBDH-4023,7651.0
WPBDH-4023,7651.0
WPBDH-4577,3101.0
WPBDH-4864,17183.0
WPBDH-5561,7847.0
WPBDH-7232,6218.0
WPBDH-7232,6220.0
WPBDH-7457,5187.0
WPBDH-8231,5077.0
WPBDH-8231,5071.0
WPBDH-8504,4812.0
WPBDI-8792,11565.0
WPBDI-8792,11567.0
WPBDJ-8710,2704.0
WPBDK-3798,6528.0
WPBDR-9010,7483.0
WPBDR-9010,7596.0
WPBDV-4017,7291.0
WPBDV-4017,7291.0
WPBDV-4017,7291.0
WPBDV-4017,7289.0
WPBDV-4017,7289.0
WPBDV-4017,7289.0
WPBDX-6753,9544.0
WPBED-0064,7562.0
WPBEE-9620,10153.0
WPBEG-7557,15568.0
WPBEH-0089,7091.0
WPBEH-0089,7091.0
WPBEH-4779,3647.0
WPBEH-4793,11940.0
WPBEI-4133,9030.0
WPBEJ-5582,12893.0
WPBEJ-7241,2884.0
WPBEJ-7241,2881.0
WPBEJ-7241,2878.0
WPBEK-2229,10155.0
WPBEK-2229,10136.0
WPBEL-0928,5929.0
WPBEL-3335,8088.0
WPBEL-7187,4080.0
WPBEM-1706,8599.0
WPBEM-1706,8599.0
WPBEM-1745,8877.0
WPBEM-2603,2173.0
WPBEM-2603,2173.0
WPBEM-2603,2173.0
WPBEM-2603,2173.0
WPBEM-2849,14457.0
WPBEM-2849,14440.0
WPBEM-3457,12115.0
WPBEM-3692,4652.0
WPBEM-3692,4652.0
WPBEM-3692,4652.0
WPBEM-3692,4652.0
WPBEM-4633,10176.0
WPBEM-4934,19108.0
WPBEM-5447,11996.0
WPBEM-7556,7101.0
WPBEM-7730,12080.0
WPBEM-8167,14484.0
WPBEM-8241,4653.0
WPBEM-8262,14566.0
WPBEM-8262,14595.0
WPBEM-8339,9308.0
WPBEM-8382,12574.0
WPBEM-9460,13932.0
WPBEM-9833,17769.0
WPBEM-9920,4973.0
WPBEM-9920,4973.0
WPBEM-9936,1971.0
WPBEM-9936,1971.0
WPBEN-0236,2884.0
WPBEN-0434,12428.0
WPBEN-0434,12428.0
WPBEN-0764,16417.0
WPBEN-0963,12467.0
WPBEN-1196,9320.0
WPBEN-2441,13982.0
WPBEN-2963,2387.0
WPBEN-3598,3325.0
WPBEN-5696,7734.0
WPBEN-5696,7738.0
WPBEN-5709,7546.0
WPBEN-6315,3087.0
WPBEN-6526,5370.0
WPBEN-6526,5376.0
WPBEN-6687,17816.0
WPBEN-6708,7618.0
WPBEN-6828,10833.0
WPBEN-6828,10833.0
WPBEN-6891,4799.0
WPBEN-7036,8431.0
WPBEN-7446,3584.0
WPBEN-7446,3584.0
WPBEN-7693,13613.0
WPBEN-7839,6956.0
WPBEN-7981,6272.0
WPBEN-8043,12669.0
WPBEN-8043,12669.0
WPBEN-8174,5123.0
WPBEN-8287,12605.0
WPBEN-8287,12616.0
WPBEN-8487,10913.0
WPBEN-8528,4749.0
WPBEN-8707,3137.0
WPBEN-9229,41142.0
WPBEN-9364,9785.0
WPBEO-0102,7706.0
WPBEO-0412,9714.0
WPBEO-0978,1434.0
WPBEO-1208,12212.0
WPBEO-1352,7699.0
WPBEO-1463,5805.0
WPBEO-1463,5805.0
WPBEO-1522,7937.0
WPBEO-1522,7937.0
WPBEO-2225,7423.0
WPBEO-2301,7206.0
WPBEO-2337,7795.0
WPBEO-2337,7799.0
WPBEO-2398,9630.0
WPBEO-2398,9630.0
WPBEO-2398,9630.0
WPBEO-2604,31277.0
WPBEO-2611,2584.0
WPBEO-2616,3162.0
WPBEO-2649,8138.0
WPBEO-2755,4983.0
WPBEO-2796,16320.0
WPBEO-2798,7174.0
WPBEO-2798,7174.0
WPBEO-2798,7174.0
WPBEO-2798,7174.0
WPBEO-2818,6624.0
WPBEO-2818,6636.0
WPBEO-2818,6693.0
WPBEO-2818,6622.0
WPBEO-2818,6634.0
WPBEO-2818,6691.0
WPBEO-2839,14857.0
WPBEO-2897,16120.0
WPBEO-2897,16060.0
WPBEO-2963,9609.0
WPBEO-2963,9648.0
WPBEO-2963,9609.0
WPBEO-2963,9648.0
WPBEO-3098,1650.0
WPBEO-3099,5567.0
WPBEO-3323,1.0
WPBEO-3323,1.0
WPBEO-3418,8363.0
WPBEO-3655,4882.0
WPBEO-3831,13868.0
WPBEO-3831,13869.0
WPBEO-3992,12912.0
WPBEO-4064,2946.0
WPBEO-4086,23342.0
WPBEO-4115,8815.0
WPBEO-4115,8812.0
WPBEO-4115,8813.0
WPBEO-4115,8810.0
WPBEO-4136,10790.0
WPBEO-4136,10790.0
WPBEO-4288,19247.0
WPBEO-4327,0.0
WPBEO-4406,5588.0
WPBEO-4736,14028.0
WPBEO-4736,14028.0
WPBEO-4763,21934.0
WPBEO-4977,10566.0
WPBEO-4979,37805.0
WPBEO-5069,4015.0
WPBEO-5276,23602.0
WPBEO-5281,17829.0
WPBEO-5310,2144.0
WPBEO-5369,13470.0
WPBEO-5460,18069.0
WPBEO-5460,18069.0
WPBEO-5539,19861.0
WPBEO-5567,3134.0
WPBEO-5568,19775.0
WPBEO-5568,126229.0
WPBEO-5568,19774.0
WPBEO-5766,1522.0
WPBEO-5956,528.0
WPBEO-5956,528.0
WPBEO-6566,9911.0
WPBEO-6618,9067.0
WPBEO-6618,9067.0
WPBEO-6958,14593.0
WPBEO-6958,14629.0
WPBEO-7121,11008.0
WPBEO-7338,6876.0
WPBEO-7437,7833.0
WPBEO-7773,10980.0
WPBEO-7778,9356.0
WPBEO-8189,13300.0
WPBEO-8249,3413.0
WPBEO-8266,11949.0
WPBEO-8266,11949.0
WPBEO-8266,11949.0
WPBEO-8266,11966.0
WPBEO-8266,11966.0
WPBEO-8266,11966.0
WPBEO-8266,11949.0
WPBEO-8266,11949.0
WPBEO-8266,11949.0
WPBEO-8266,11976.0
WPBEO-8266,11976.0
WPBEO-8266,11976.0
WPBEO-8318,11560.0
WPBEO-8318,11575.0
WPBEO-8318,11575.0
WPBEO-8328,1516.0
WPBEO-8383,3817.0
WPBEO-8383,3817.0
WPBEO-8411,3742.0
WPBEO-8411,3742.0
WPBEO-8437,23483.0
WPBEO-8573,189.0
WPBEO-8753,8667.0
WPBEO-8814,28914.0
WPBEO-8877,5051.0
WPBEO-8877,5055.0
WPBEO-8877,5051.0
WPBEO-8877,5055.0
WPBEO-8899,5698.0
WPBEO-8924,9353.0
WPBEO-9093,8868.0
WPBEO-9093,8868.0
WPBEO-9153,5395.0
WPBEO-9365,12456.0
WPBEO-9365,12457.0
WPBEO-9365,12456.0
WPBEO-9365,12457.0
WPBEO-9377,37513.0
WPBEO-9382,6191.0
WPBEO-9493,7897.0
WPBEO-9493,7876.0
WPBEO-9680,6586.0
WPBEO-9688,11828.0
WPBEO-9760,7309.0
WPBEO-9818,14882.0
WPBEO-9885,11321.0
WPBEP-0014,21455.0
WPBEP-0064,5630.0
WPBEP-0129,15587.0
WPBEP-0168,4764.0
WPBEP-0218,5205.0
WPBEP-0218,5194.0
WPBEP-0282,6002.0
WPBEP-0331,13749.0
WPBEP-0344,7013.0
WPBEP-0352,9697.0
WPBEP-0352,9699.0
WPBEP-0352,9692.0
WPBEP-0352,9694.0
WPBEP-0352,9687.0
WPBEP-0352,9689.0
WPBEP-0388,10039.0
WPBEP-0388,10039.0
WPBEP-0398,7475.0
WPBEP-0421,6979.0
WPBEP-0444,4356.0
WPBEP-0461,10441.0
WPBEP-0468,5904.0
WPBEP-0479,4334.0
WPBEP-0515,7732.0
WPBEP-0521,5916.0
WPBEP-0549,6424.0
WPBEP-0598,3879.0
WPBEP-0650,5963.0
WPBEP-0655,14567.0
WPBEP-0668,7532.0
WPBEP-0686,11897.0
WPBEP-1140,9592.0
WPBEP-1394,13987.0
WPBEP-1399,4867.0
WPBEP-1511,21344.0
WPBEP-1511,21344.0
WPBEP-1533,7965.0
WPBEP-1783,54827.0
WPBEP-1794,5284.0
WPBEP-1873,18576.0
WPBEP-2201,3083.0
WPBEP-2500,6393.0
WPBEP-2626,5854.0
WPBEP-2626,5854.0
WPBEP-2675,24425.0
WPBEP-2738,10615.0
WPBEP-2871,10445.0
WPBEP-3274,13600.0
WPBEP-3336,7008.0
WPBEP-3357,1380.0
WPBEP-3990,1198.0
WPBEP-3990,1223.0
WPBEP-3990,16981.0
WPBEP-3990,17006.0
WPBEP-4024,6515.0
WPBEP-4086,17094.0
WPBEP-4086,17094.0
WPBEP-4194,13856.0
WPBEP-4320,5933.0
WPBEP-4326,13623.0
WPBEP-4466,6994.0
WPBEP-4571,4675.0
WPBEP-4686,3197.0
WPBEP-4798,7128.0
WPBEP-4821,8906.0
WPBEP-4822,6118.0
WPBEP-4822,6118.0
WPBEP-4945,15113.0
WPBEP-4992,10541.0
WPBEP-4992,10558.0
WPBEP-5119,7825.0
WPBEP-5328,24810.0
WPBEP-5423,7985.0
WPBEP-5461,22.0
WPBEP-5506,9474.0
WPBEP-5571,6025.0
WPBEP-5662,10184.0
WPBEP-5791,5040.0
WPBEP-5879,0.0
WPBEP-5905,9353.0
WPBEP-5929,3724.0
WPBEP-5939,10585.0
WPBEP-5989,6505.0
WPBEP-6024,9750.0
WPBEP-6024,9750.0
WPBEP-6065,2000.0
WPBEP-6260,4446.0
WPBEP-6335,6762.0
WPBEP-6569,9395.0
WPBEP-6777,6239.0
WPBEP-6777,6239.0
WPBEP-6948,2808.0
WPBEP-6979,14318.0
WPBEP-6979,14318.0
WPBEP-7040,17414.0
WPBEP-7182,10256.0
WPBEP-7182,10256.0
WPBEP-7182,10254.0
WPBEP-7228,5073.0
WPBEP-7236,7019.0
WPBEP-7267,12385.0
WPBEP-7414,6132.0
WPBEP-7439,11443.0
WPBEP-7491,5964.0
WPBEP-7503,2687.0
WPBEP-7503,2687.0
WPBEP-7503,2687.0
WPBEP-7503,2687.0
WPBEP-7523,10478.0
WPBEP-7523,10473.0
WPBEP-7576,8608.0
WPBEP-7593,6109.0
WPBEP-7770,7042.0
WPBEP-7770,7038.0
WPBEP-7770,7050.0
WPBEP-7930,7499.0
WPBEP-8136,6148.0
WPBEP-8295,12714.0
WPBEP-8303,13914.0
WPBEP-8305,8305.0
WPBEP-8337,7733.0
WPBEP-8337,7819.0
WPBEP-8337,7680.0
WPBEP-8337,7766.0
WPBEP-8337,7679.0
WPBEP-8337,7765.0
WPBEP-8365,8146.0
WPBEP-8387,7734.0
WPBEP-8387,7734.0
WPBEP-8387,7734.0
WPBEP-8387,7734.0
WPBEP-8402,1775.0
WPBEP-8402,1716.0
WPBEP-8537,12227.0
WPBEP-8567,8149.0
WPBEP-8568,9880.0
WPBEP-8687,465.0
WPBEP-8741,24183.0
WPBEP-8742,12512.0
WPBEP-8795,5489.0
WPBEP-8827,11310.0
WPBEP-8883,11459.0
WPBEP-8983,15037.0
WPBEP-9021,6424.0
WPBEP-9021,6424.0
WPBEP-9362,7130.0
WPBEP-9418,7640.0
WPBEP-9434,13355.0
WPBEP-9485,9676.0
WPBEP-9566,9849.0
WPBEP-9566,9849.0
WPBEP-9647,9308.0
WPBEP-9728,8842.0
WPBEP-9865,8359.0
WPBEQ-0007,2565.0
WPBEQ-0135,8034.0
WPBEQ-0174,5811.0
WPBEQ-0215,4678.0
WPBEQ-0217,6702.0
WPBEQ-0227,5724.0
WPBEQ-0248,13410.0
WPBEQ-0248,13410.0
WPBEQ-0365,15609.0
WPBEQ-0365,15609.0
WPBEQ-0651,6844.0
WPBEQ-0694,3755.0
WPBEQ-0774,3548.0
WPBEQ-0774,3572.0
WPBEQ-0774,3577.0
WPBEQ-0774,3496.0
WPBEQ-0774,3520.0
WPBEQ-0774,3525.0
WPBEQ-0774,3497.0
WPBEQ-0774,3521.0
WPBEQ-0774,3526.0
WPBEQ-0774,3499.0
WPBEQ-0774,3523.0
WPBEQ-0774,3528.0
WPBEQ-0856,3057.0
WPBEQ-0898,7338.0
WPBEQ-1443,6298.0
WPBEQ-1667,4269.0
WPBEQ-2363,9400.0
WPBEQ-2417,13881.0
WPBEQ-2417,239624.0
WPBEQ-2501,12461.0
WPBEQ-2563,19639.0
WPBEQ-2640,74.0
WPBEQ-2640,74.0
WPBEQ-2640,74.0
WPBEQ-2640,74.0
WPBEQ-2679,4176.0
WPBEQ-2710,23534.0
WPBEQ-2710,23522.0
WPBEQ-2710,23534.0
WPBEQ-2761,6495.0
WPBEQ-2770,21211.0
WPBEQ-2775,5099.0
WPBEQ-2788,17169.0
WPBEQ-2822,18026.0
WPBEQ-2848,17336.0
WPBEQ-2854,14853.0
WPBEQ-2874,9835.0
WPBEQ-3185,21623.0
